Address,Avg Price Range,Avg Price USD for histogram,Award Remark,Award text,Country,Cuisine,Currency,Guide Text,Loc,Name,Stars,URL,Avg Price,AvgPriceUSD,AvgPrice USD,Exchange to USD,Lat,Lng,Max Price,MaxPrice USD,Min Price,MinPrice USD
"3F, 30 Toegye-ro 6ga-gil, Jung-gu, Seoul, South Korea",0-100 USD,75,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",South Korea,Innovative,KRW,"Increasingly assertive and self-assured, the evolution of Zero Complex is founded on Chef Lee Chung-hu's philosophy that balance and harmony hold the key to great food. The outcome of his approach to cooking is authentic and creative dishes, served in a near-sterile space that provides the blank canvas for Chef Lee's inventions. Lee grows many of his own herbs and vegetables in the greenhouse in front of the restaurant building. The French sommelier's natural wine pairings round out the flavors and textures, bringing the meal full circle.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=37.5569300,126.9781000&language=en-US",Zero Complex,1,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/zero-complex,100000,82,82,0.00082,37.55693,126.9781,130000,107,70000,57
"4F Arario Space, 83 Yulgok-ro, Jongno-gu, Seoul, South Korea",0-100 USD,50,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",South Korea,Korean,KRW,"For a taste of the Korean past mingled with the present, head over to Hansikgonggan, a restaurant helmed by Chef Cho Hee-suk and co-run by Chef Jeong Gyeong-il. Hailed as the godmother of Korean cuisine, Cho is committed to passing on her knowledge - based on years of experience and research - to the younger generation of chefs, while interpreting the traditional flavors with contemporary sensibilities for the modern diner. Look forward to both the expected and the unexpected, with a good dose of love and finesse.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=37.5777050,126.9885200&language=en-US",Hansikgonggan,1,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/hansikgonggan,90000,74,74,0.00082,37.577705,126.98852,120000,98,60000,49
"2F, 71 Bukchon-ro, Jongno-gu, Seoul, South Korea",0-100 USD,75,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",South Korea,Spanish,KRW,"Earth, land, terrain - the name ""Terreno"" itself clearly sums up what Chef Shin Seung-hwan aims to deliver on a plate - the flavors that Mother Nature intended. In fact, he personally grows and harvests many of the herbs and vegetables he uses in his dishes. Shin's menu is also a reflection of all the years he spent living and traveling abroad, honing his skills and exposing his taste buds to world cuisines. Recommended dishes include the lobster paella and bacalao.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=37.5832860,126.9848700&language=en-US",Terreno,1,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/terreno,92000,75,75,0.00082,37.583286,126.98487,135000,111,49000,40
"Székely Mihály utca 2, Budapest, 1061, Hungary",0-100 USD,25,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Hungary,Modern cuisine,HUF,"A smart, formal restaurant with contemporary monochrome styling and a kitchen on view behind glass. The cooking is modern, but the unfussy dishes have their heart in the Hungarian classics; the confident kitchen taking a just a handful of top quality ingredients and allowing them to shine.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=47.5002440,19.0596240&language=en-US",Stand,1,https://guide.michelin.com/en/central-hungary/budapest/restaurant/stand,13500,43,43,0.0032,47.500244,19.059624,19500,62,7500,24
"Vigyázó Ferenc utca 5, Budapest, 1051, Hungary",0-100 USD,50,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Hungary,Modern cuisine,HUF,"Costes' more relaxed younger sister is set on the ground floor of the Prestige Hotel; ask for one of the booths or a table with a view of the kitchen. Quality produce comes from local suppliers and the creative modern dishes are full of colour, with distinct textures and flavours.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=47.5011300,19.0485950&language=en-US",Costes Downtown,1,https://guide.michelin.com/en/central-hungary/budapest/restaurant/costes-downtown,15950,51,51,0.0032,47.50113,19.048595,24000,77,7900,25
"Sas utca 3, Budapest, 1051, Hungary",0-100 USD,25,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Hungary,Modern cuisine,HUF,A bustling wine-orientated restaurant close to the Basilica. The fortnightly menu features well-executed dishes with an elaborate modern style and subtle Hungarian influences. Top ingredients are sourced from the surrounding countries. 48 of the 200 wines are offered by the glass; many are from local producers.,"https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=47.4995300,19.0523910&language=en-US",Borkonyha Winekitchen,1,https://guide.michelin.com/en/central-hungary/budapest/restaurant/borkonyha-winekitchen,12450,40,40,0.0032,47.49953,19.052391,15850,51,9050,29
"Laugavegur 59, Reykjavík, 101, Iceland",100-200 USD,100,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Iceland,Creative,ISK,"A strong sustainability ethos drives the kitchen at this moodily lit and atmospheric first floor restaurant. The internationally experienced chef uses traditional Icelandic methods alongside modern techniques to produce a multi-course menu of creative, diminutive dishes that really pack a punch – and they’re served and explained by the chefs themselves.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=64.1443654,-21.9224430&language=en-US",DILL,1,https://guide.michelin.com/en/capital-region-iceland/reykjavik/restaurant/dill1186101,,101,,0.0073,64.1443654,-21.922443,,,13900,101
"113/9-10 Soi Sukhumvit 55, Vadhana, Bangkok, 10110, Thailand",100-200 USD,100,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Thailand,Innovative,THB,"Chef Riley, who hails from Texas, sources the best produce from over the country to create his innovative and ambitious seasonal dishes. Using plenty of modern techniques, the dishes on the tasting menus offer a lesson in bold and captivating flavours and vibrant presentation – this is beguiling cooking. A seat at the copper-topped counter gives you a great view of the chefs in action, while a table upstairs is for those wanting more privacy.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=13.7288889,100.5807640&language=en-US",Canvas,1,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/canvas566292,3250,104,104,0.032,13.7288889,100.580764,3600,115,2900,93
"68/4 Soi Lang Suan, Phloen Chit Road, Pathum Wan, Bangkok, 10330, Thailand",100-200 USD,100,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Thailand,Innovative,THB,"Chef Garima Arora grew up in Mumbai but her cooking is unique and eclectic and owes something to the New Nordic school, with its understated presentation and emphasis on sourcing the best quality ingredients. She also combines her knowledge of Indian techniques and spicing with modern techniques; several dishes are cooked over wood to enhance their flavour even further. The 14-course tasting menu is also offered in a vegetarian version.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=13.7378098,100.5423357&language=en-US",Gaa,1,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/gaa,,102,,0.032,13.7378098,100.5423357,,,3200,102
"494 Phloen Chit Road, Pathum Wan, Bangkok, 10330, Thailand",100-200 USD,125,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Thailand,Sushi,THB,"Centrally located in the Erawan mall, this sushi restaurant belongs to a group that started in Tokyo and now has branches in Jakarta and Singapore. To maintain the quality, produce is delivered straight from markets in Tokyo every 24 hours. There are two dining rooms with counter seating, so every customer gets a bird’s-eye view of the chefs in action. Of the four set menus, the Botan and Omakase are the most popular.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=13.7440690,100.5409200&language=en-US",Ginza Sushi Ichi,1,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/ginza-sushi-ichi,4400,141,141,0.032,13.744069,100.54092,7000,224,1800,58
"17/9 Moo 7, Sukhaprachasan 2 Road, Pak Kret, Nonthaburi, Nonthaburi, Thailand",0-100 USD,25,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Thailand,Thai,THB,"Beyond the bustle of Bangkok’s busy streets, stepping into Suan Thip feels like entering another world. Its lush garden of trees and small ponds is peaceful and pretty, while a Thai-style pavilion is the perfect setting for weddings and celebrations. Inside, the relaxed vibe continues with views to the riverside, while the refined cuisine is inspired by royal recipes. Many of the staff have been here for decades; even the chef is second generation.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=13.9269620,100.5021440&language=en-US",Suan Thip,1,https://guide.michelin.com/en/nonthaburi-region/nonthaburi/restaurant/suan-thip,1425,46,46,0.032,13.926962,100.502144,2500,80,350,11
"78/2 Ratchadamnoen Klang Road, Phra Nakhon, Bangkok, 10200, Thailand",0-100 USD,0,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Thailand,Thai,THB,"While live ’80s Thai music, classic décor and views of Democracy Monument are what give this restaurant its unique style, the food is what has kept loyal customers coming back for over 60 years. Presentation may look plain, but dishes deliver blasts of flavours and refined complexity. Highlights are crispy rice noodles in sweet and sour sauce, spicy lemongrass salad, and crab meat and acacia red curry. Small parties should book the private room.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=13.7563210,100.5020450&language=en-US",Methavalai Sorndaeng,1,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/methavalai-sorndaeng,750,24,24,0.032,13.756321,100.502045,1000,32,500,16
"15 Soi Ekkamai 10, Vadhana, Bangkok, Thailand",0-100 USD,25,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Thailand,Thai,THB,"Meaning “rice” in Thai, Khao reopened in 2017, and has since flourished into a beautiful restaurant, where every detail reflects Chef Mukura's passion for Thai cuisine. Interiors are inspired by rice barn design, while ingredients are premium, fresh and skilfully prepared. Favourites include roasted duck with lime tamarind sauce, and crab red curry with betel leaves. For a real culinary journey, book the Chef’s Table menu in advance.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=13.7290273,100.5878400&language=en-US",Khao,1,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/khao,1145,37,37,0.032,13.7290273,100.58784,1430,46,860,28
"66 Soi Sukhumvit 31 Yaek 4, Vadhana, Bangkok, 10110, Thailand",0-100 USD,50,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Thailand,Thai,THB,The kitchen revisits traditional Thai recipes to create dishes that strike a balance between the old and the new and between Thai and foreign influences. Order from the à la carte and share among friends or choose a fixed price menu to sample a dazzling variety of flavours. Ancient Tom Yam with river fish and freshly made curries are among the unmissable dishes.,"https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=13.7407060,100.5678900&language=en-US",Chim by Siam Wisdom,1,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/chim-by-siam-wisdom,2025,65,65,0.032,13.740706,100.56789,2950,94,1100,35
"27 Sathon Tai Road, Sathon, Bangkok, Thailand",0-100 USD,50,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Thailand,Thai,THB,"After establishing her reputation in San Francisco, chef Pim is now at Nahm to pursue her passion for Thai cuisine in her homeland. Maintaining the restaurant’s legacy of quality cuisine, Pim has added her own influences and flavours, which have taken the menu to another level. Every dish also displays extra creativity and attention to detail. Must-tries include the intense and aromatic red curry duck with snake fruit and sour yellow eggplant.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=13.7243570,100.5392600&language=en-US",Nahm,1,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/nahm,2050,66,66,0.032,13.724357,100.53926,2800,90,1300,42
"999 Phloen Chit Road, Pathum Wan, Bangkok, Thailand",0-100 USD,75,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Thailand,Thai,THB,"The striking interior is dominated by a spiral sculpture made from hundreds of silk cocoons, floor-to-ceiling windows, and unusual curved booths that offer privacy. The designed-to-share menu draws inspiration from royal Thai cuisine and uses century-old cooking techniques with ingredients often sourced directly from local growers. Signature dishes include roast duck with nutmeg and coriander; fragrant hot and sour soup with crispy pork leg; and yellow curry from the Gulf of Thailand. Service is attentive but not overbearing.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=13.7445940,100.5405650&language=en-US",Paste,1,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/paste,2600,83,83,0.032,13.744594,100.540565,3800,122,1400,45
"8 Soi Sukhumvit 38, Khlong Toei, Bangkok, Thailand",400+ USD,425,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Thailand,Thai,THB,"Telling yesterday’s stories from the vantage point of today is the modus operandi behind the tasting menu of prolific restaurateur Andy Yang. A sliver of nostalgia lies in fast-disappearing childhood dishes like deep-fried pork toast or pounded, candied peanuts wound into a roll and served with palm-sugar ice cream – all reinterpreted and updated while retaining their old soul. Book well in advance to be sure of securing one of the 10 seats for dinner.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=13.7196302,100.5792136&language=en-US",Table 38,1,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/table-38,13950,446,446,0.032,13.7196302,100.5792136,25000,800,2900,93
"B1, Landis Hotel, 41, Section 2, Minquan East Road, Zhongshan, Taipei, 110, Taiwan",100-200 USD,125,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Taiwan,Hang zhou,TWD,"Hangzhou cooking is all about painstaking preparation and finesse on all levels, from seasoning to plating. This restaurant takes it one step further by creating its own signature Fairy Duck soup by combining two Hangzhou classics, namely fish ball soup and braised duck with ham. Other specialities such as Dongpo pork and stir-fried river shrimps with long ching tea are also recommended. The dining room is small, but tables are well spaced.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=25.0626960,121.5299760&language=en-US",Tien Hsiang Lo,1,https://guide.michelin.com/en/taipei-region/taipei/restaurant/tien-hsiang-lo,3700,126,126,0.034,25.062696,121.529976,6600,224,800,27
"31 Huaxi Street, Wanhua, Taipei, 110, Taiwan",100-200 USD,100,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Taiwan,Seafood,TWD,"It feels somewhat surreal in a bustling market to suddenly find yourself in a baroque-style palatial dining room, dotted by European tableware. However, the seafood is cooked in an unmistakably Taiwanese way. Try their steamed wild-caught lobster seasoned with a dash of soy. Blanched abalone in five-flavour sauce is extremely tender and aromatic, while braised Chinese cabbage with crab roe bursts with seafood flavours. Finish off with their signature danzi noodles.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=25.0379900,121.4984000&language=en-US",Tainan Tan Tsu Mien Seafood,1,https://guide.michelin.com/en/taipei-region/taipei/restaurant/tainan-tan-tsu-mien-seafood,3150,107,107,0.034,25.03799,121.4984,5100,173,1200,41
"58 Lequn 3rd Road, Zhongshan, Taipei, 110, Taiwan",0-100 USD,75,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Taiwan,Steakhouse,TWD,"Known as Taiwan's 'godfather of steaks', the eponymous owner certainly knows what makes the best steaks. Prime cuts of U.S. dry-aged and Australian wagyu beef are grilled perfectly to your desired doneness over lychee wood in a broiler from the U.S. and then rested properly before being served. Even the homemade sourdough, french fries and desserts are hard to find fault with. Given the quality of the food and service, prices are more than reasonable.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=25.0826570,121.5527650&language=en-US",Danny's Steakhouse,1,https://guide.michelin.com/en/taipei-region/taipei/restaurant/danny-s-steakhouse,2325,79,79,0.034,25.082657,121.552765,3400,116,1250,43
"94, Section 2, Ren'ai Road, Zhongzheng, Taipei, 110, Taiwan",0-100 USD,75,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Taiwan,Taiwanese,TWD,"Complete with a courtyard and a high-ceilinged foyer, this luxurious mansion evokes the glamorous days of the 1930s in both its décor and its food. The must-try roast suckling pig uses only 21-day-old hogs, slow-cooked for 12 hours and roasted until crisp and golden. Another speciality, deboned chicken braised in pork tripe, takes six hours to prepare. Both the pig and chicken need pre-ordering. Fried rice with mullet roe is also unmissable.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=25.0380460,121.5313950&language=en-US",Mountain and Sea House,1,https://guide.michelin.com/en/taipei-region/taipei/restaurant/mountain-and-sea-house,2830,96,96,0.034,25.038046,121.531395,4680,159,980,33
"U Milosrdných 12, Praha, 110 00, Czech Republic",0-100 USD,75,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Czech Republic,Modern cuisine,CZK,"Two friends run this stylishly understated restaurant, which has a warm, intimate feel. An eye-catching mural is projected overhead and the well-balanced Scandinavian cooking is equally stimulating. Alongside wine pairings are non-alcoholic drink matches, such as tomato, cucumber and chilli juice.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=50.0919000,14.4219300&language=en-US",Field,1,https://guide.michelin.com/en/prague/praha/restaurant/field,2330,98,98,0.042,50.0919,14.42193,3500,147,1160,49
"Haštalská 18, Praha, 110 00, Czech Republic",100-200 USD,125,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Czech Republic,Modern cuisine,CZK,"It might be set in a historic building at the end of a narrow lane, but this restaurant is surprisingly stylish, with bespoke chandeliers hung above tables inlaid with slices of oak. Marie B Svobodová's 19C cookery school provides the inspiration for creative modern dishes which stimulate the taste buds.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=50.0911500,14.4251100&language=en-US",La Degustation Bohême Bourgeoise,1,https://guide.michelin.com/en/prague/praha/restaurant/la-degustation-boheme-bourgeoise,,145,,0.042,50.09115,14.42511,,,3450,145
"Torgallmenningen 2, Bergen, 5014, Norway",100-200 USD,100,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Norway,Innovative,NOK,"Dinner begins with snacks and drinks in the striking mirrored bar here on the 3rd floor of the Bergen Børs Hotel, while you choose between the half or full menu. The highly skilled kitchen makes excellent use of top quality organic produce; plates are never overcrowded so the main ingredient, be it langoustine or deer, has the space to shine.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=60.3936426,5.3254854&language=en-US",Bare,1,https://guide.michelin.com/en/hordaland/bergen/restaurant/bare,1098,110,110,0.1,60.3936426,5.3254854,1250,125,945,95
"Frognerveien 12B, Oslo, 0263, Norway",100-200 USD,100,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Norway,Modern cuisine,NOK,"The friends who previously ran Fauna and Oscarsgate moved on to create this warm, intimate restaurant with an appealingly rustic feel. The set menu of 6 courses is nicely balanced, flavour combinations have been well thought through, and the contrast in textures is a particular strength.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=59.9166459,10.7134413&language=en-US",Galt,1,https://guide.michelin.com/en/oslo-region/oslo/restaurant/galt,,100,,0.1,59.9166459,10.7134413,,,995,100
"Ørjaveita 4, Trondheim, 7010, Norway",100-200 USD,125,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Norway,Modern cuisine,NOK,"This intimate ground floor restaurant has a back-to-nature feel and serves 10 and 20 course menus which evolve with the seasons. Childhood memories inspire many of the flavour-packed dishes, which ally modern techniques to traditional principles. They are finished off at the table with a flamboyant flourish.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=63.4339914,10.3964356&language=en-US",FAGN,1,https://guide.michelin.com/en/trondelag/trondheim/restaurant/fagn,1375,138,138,0.1,63.4339914,10.3964356,1550,155,1200,120
"Maridalsveien 15, Oslo, 0175, Norway",100-200 USD,125,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Norway,Scandinavian,NOK,"A modern restaurant with a stark, semi-industrial feel created by a concrete floor, exposed pipework and an open kitchen. Seasonal, organic Norwegian produce is used to create refined, original, full-flavoured dishes whose apparent simplicity often masks their complex nature. The service is well-paced.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=59.9224900,10.7507985&language=en-US",Kontrast,1,https://guide.michelin.com/en/oslo-region/oslo/restaurant/kontrast,1275,128,128,0.1,59.92249,10.7507985,1850,185,700,70
"Ruseløkkveien 3, Oslo, 0251, Norway",100-200 USD,125,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Norway,Sushi,NOK,"Experienced Sushi Master Vladimir welcomes just a handful of guests into his intimate restaurant at 7. 15pm. The memorable dining experience comprises around 20 servings of Edomae sushi, dextrously crafted from an array of the world’s finest seafood – along with a few added extras, such as reindeer.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=59.9140832,10.7284624&language=en-US",Omakase by Vladimir Pak,1,https://guide.michelin.com/en/oslo-region/oslo/restaurant/omakase-by-vladimir-pak,,135,,0.1,59.9140832,10.7284624,,,1350,135
"Pedersgata 38, Stavanger, 4013, Norway",100-200 USD,150,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Norway,Sushi,NOK,"Sit at one of the ten seats at the counter to enjoy a multi-course sushi experience, with each element introduced and explained by the experienced chef-owner. Superlative Norwegian ingredients are prepared with exceptional skill and embellished with subtle modern touches. Sake or wine pairings accompany.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=58.9699360,5.7433133&language=en-US",Sabi Omakase,1,https://guide.michelin.com/en/rogaland/stavanger/restaurant/sabi-omakase,,150,,0.1,58.969936,5.7433133,,,1495,150
"Norra Stationsgatan 51, Stockholm, 113 44, Sweden",100-200 USD,150,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Sweden,Creative,SEK,"After travelling the world, two young friends returned to their homeland to open Etoile: the lengthy tasting menu draws on influences encountered on their journey. Dishes are intensely flavoured and visually impressive. They hope to build a sustainable legacy to inspire the next generation of restaurateurs.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=59.3494823,18.0437971&language=en-US",Etoile,1,https://guide.michelin.com/en/stockholm-region/stockholm/restaurant/etoile,,165,,0.11,59.3494823,18.0437971,,,1500,165
"3 Kau U Fong, Central, Hong Kong",0-100 USD,75,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Hong Kong,Cantonese,HKD,"Having just six tables and a host of regulars makes booking ahead vital at this very discreet and colourful restaurant concealed within the Lan Kwai Fong hotel. The Cantonese menu may be quite short but there are usually plenty of specials; highlights of the delicate, sophisticated cuisine include whole superior abalone in oyster sauce; baked chicken with Shaoxing wine and, one of the chef’s own creations, ‘bird’s nest in chicken wing’.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=22.2843536,114.1531456&language=en-US",Celebrity Cuisine,1,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/celebrity-cuisine,600,78,78,0.13,22.2843536,114.1531456,1000,130,200,26
"380 Nathan Road, Jordan, Hong Kong",0-100 USD,75,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Hong Kong,Cantonese,HKD,"The remodelled dining room boasts dark wood panels and moody lighting, which are refreshingly different from its formerly conventional décor. Since 1990, the kitchen team has been creating traditional but refined Cantonese fare that highlights the ingredients’ natural tastes. Barbecued meats, stir-fries and slow-cooked soups are hugely popular. Regulars also order the abalone and bird’s nest set menu for their banquet dinners in the private rooms.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=22.3080140,114.1714700&language=en-US",Yat Tung Heen,1,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/yat-tung-heen-jordan,644,84,84,0.13,22.308014,114.17147,1000,130,288,37
"18 On Lan Street, Central, Hong Kong",0-100 USD,75,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Hong Kong,European contemporary,HKD,"Aussie chef Shane Osborn lets diners witness how quality ingredients turn into artistic culinary creations in the open kitchen. Simple recipes are executed with a refined edge which allows authentic flavours to shine through. The affable manager and sommelier is more than happy to pair your food with wine from their extensive cellar covering Europe, Oceania and The Americas - and which includes a lavish Burgundy selection.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=22.2806290,114.1567758&language=en-US",Arcane,1,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/arcane,719,93,93,0.13,22.280629,114.1567758,1000,130,438,57
"18 On Lan Street, Hong Kong",100-200 USD,100,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Hong Kong,French contemporary,HKD,"With a name that embodies freshness and seasonality, this restaurant extends across two levels, with a bar and reception on the upper, and soothing and intimate dining room on the lower. The colour scheme is soft and muted, juxtaposing neutrals with occasional popping hues. Featuring mostly Japanese and some French ingredients, the prix-fixe menu changes every fortnight, usually with both seafood and meat as the main course.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=22.2810080,114.1574483&language=en-US",Zest by Konishi,1,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/zest-by-konishi,880,114,114,0.13,22.281008,114.1574483,1380,179,380,49
"41 Elgin Street, Central, Hong Kong",100-200 USD,125,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Hong Kong,French contemporary,HKD,"Englishman Daniel Calvert cut his teeth cooking in some of the best restaurants in London, New York and Paris. His appealing little bistro has a subtle French look and a relaxed feel made even more enjoyable by his personable team who deliver excellent service. He is a chef who understands sophisticated simplicity perfectly and his pared-back, delicious classic French dishes are delivered with consummate skill and accuracy.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=22.2817199,114.1524259&language=en-US",Belon,1,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/belon,1088,141,141,0.13,22.2817199,114.1524259,1688,219,488,63
"210 Hollywood Road, Sheung Wan, Hong Kong",200-300 USD,200,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Hong Kong,Innovative,HKD,"Owner-chef Vicky Lau is now very much at home here in Sheung Wan, where she tells edible stories with her multi-course menu that exudes feminine delicacy and sophistication. Each dish is an ode to an ingredient, mostly locally sourced, with occasional exceptions such as Breton lobsters. Wine flights are predominantly French as is the list, but a sake is not beyond the pale either. Refined and detailed service echoes the sentiments that the food imparts.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=22.2855757,114.1477192&language=en-US",Tate,1,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/tate,,218,,0.13,22.2855757,114.1477192,,,1680,218
